X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-122.3549485,47.51673362,103,0a706c17-8cc3-4ebf-9ad0-109484d27af3,Proletariat Pizza,"9622 16th Ave SW, White Center, WA, 98106",206-432-9765,https://proletariatpizza.com,"takeout,delivery",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.381287,47.66458563,106,23c5babc-4124-4d94-bb7d-5853e13d1d26,Ballard Pizza Company - Ballard,5107 Ballard Ave NW,,https://ethanstowellrestaurants.com/order,"takeout,third_party_delivery_service",Offering takeout and delivery 7 days a week from 4pm to 9pm. ,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2607197,47.44434181,107,4b2b2704-7e04-4b72-afd2-bc9f8094c569,Famous Dave's BBQ,"17770 S Center Pkwy, Tukwila, WA",206.631.2000,https://togo.famousdaves.com,curbside,"Through April 15, order online using code DAVECARES for 20% off all take-out orders of $15 or more! We’ll run it out to you curbside.",2020/03/27 01:38:15.543+00,2020/04/16 02:14:31.189+00
-122.3617275,47.656359,108,668c5427-a370-4dce-b151-c44c9b348e12,Ballard Pizza Company - Freelard,"4010 Leary Way NW, Seattle WA",,https://ethanstowellrestaurants.com/order,"takeout,curbside,third_party_delivery_service",Offering takeout and delivery 7 days a week from 4pm to 9pm. Takeout features curbside pickup.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.284845,47.557989,109,5fc4efb3-9a22-4d6a-841e-86510639b350,Geraldine's Counter,4872 Rainier Ave S,206-420-1649,https://geraldinescounter.com,"takeout,curbside","10am - 6pm Wed, Thur & Friday
9am - 2pm Sat and Sun
Closed Mon and Tue
",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3872847,47.67562138,110,ef26ce26-278b-40c8-9f96-431aacd7bab3,Copine,"6460 24th Ave NW, Seattle, WA 98107",(206) 258-2467,https://www.copineseattle.com/,takeout,We are offering take away Thursday-Sundays - https://www.copineseattle.com/to-go/#sunday-supper,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3567081,47.63871149,111,d7936d3f-e1ed-413b-8cc7-dc3ce686ad4d,How to Cook a Wolf,"2208 Queen Anne Ave N, Seattle WA",,https://ethanstowellrestaurants.com/order,"takeout,delivery","You may order take-out and delivery from Tavolàta Capitol Hill, Rione XIII, Red Cow, How to Cook a Wolf, Ballard Pizza Co, and Frelard Pizza Co. ",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3489937,47.6150624,112,44b6a074-0c4c-4f3b-a6c0-de248a924d01,Jerk Shack,"2510 1st Ave Seattle, WA 98121",(206) 441-7817,https://jerkshackseattle.com/,takeout,,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3575829,47.61820499,113,fd2834a4-a0f3-4f65-919e-ac4738895b59,The Boat Street Kitchen & Bistro,"3131 Western Ave, Ste 301 Seattle, WA 98121",,https://www.boatstreetkitchen.com/,"takeout,curbside",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3338513,47.60427462,115,a0808279-7526-4261-b09a-7f0f1970c963,Metropolitan Grill,"820 Second Avenue Seattle, WA 98104",206.624.3287,https://www.themetropolitangrill.com/,curbside,Curbside Pick Up: Call 206.624.3287 to place your order. Available 4-8pm daily.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3366535,47.62224,116,b13e3fb4-ad77-4d35-af3e-21a2c950de07,LOCAL Public Eatery,"404 Terry Ave N, Seattle, WA 98109",206.257.1888,https://localpubliceatery.com/neighbourhoods/terry-ave/,"curbside,third_party_delivery_service",All LOCAL locations will be offering curbside pick-up & delivery only.,2020/03/27 01:38:15.543+00,2020/05/11 17:02:12.691+00
-122.3546985,47.69140149,117,99441c0d-47cd-46dc-8847-8750d8b71b63,Gainsbourg,8550 Greenwood Avenue North Seattle,(206) 783-4004,http://gainsbourglounge.com/,takeout,Hours for takeout are 4pm until 9pm.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3423742,47.60992883,118,99561ea0-56fa-4615-887c-db599f3f1f32,Piroshky Piroshky,1908 Pike Place Seattle,206-764-1000,https://www.piroshkybakery.com/,"takeout,delivery,third_party_delivery_service",​Call (206) 764-1000 or stop by the restaurant. Open daily 8 a.m. - 7 p.m.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3376165,47.604915,120,6e547b5e-ed61-456c-968c-cae7b72a5144,Nijo Sushi,"83 Spring Street Seattle, WA 98104",206-340-8880 ,https://nijosushi.com/,"takeout,curbside,delivery",Hours: M-F 12-8pm; Sat: 4-8pm. Delivery and curbside pick up service available. Order using ChowNow and website. ,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3394093,47.62053408,122,c8b48963-5d98-4575-b096-f6ba5536b652,Jack's BBQ - SLU,228 9th Ave N Seattle WA 98109,206.467.4038,http://jacksbbq.com/,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3270505,47.614293,123,9f3d726d-74da-451a-8a47-d33a0438b818,Noren Sushi Kitchen & Bar,"320 E PIKE ST, Seattle, WA 98122",206-327-9269,https://www.norensushi.com,"curbside,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3399835,47.610954,124,6eb2cbe4-1aa4-4ded-95c1-a3d8a9ab8c73,Patagon,"1610 2nd Ave, Seattle WA",206.256.7520,https://patagonseattle.com,"takeout,third_party_delivery_service",Offering pick-up orders which are available from 11am-9pm daily by phone. ,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3625254,47.57000207,125,dac2a8a4-3b56-40a9-b0f3-dda7b847d5e2,Skylark Cafe,"3803 Delridge Way SW, Seattle, WA 98106",206.935.2111,https://www.skylarkcafe.com/,delivery,"We are now open Monday, Wednesday, Friday, and Saturday 3-8 for delivery only.  FREE delivery in West Seattle",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3194722,47.61314936,126,d4c1b0e4-ec90-4421-93ce-670aa8547aca,Soi Capitol Hill,"1400 10th Ave Seattle, WA 98122",206-556-4853,https://soicapitolhill.com/,"takeout,third_party_delivery_service",We will be open 12pm-8pm for take out only.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3763795,47.687031,127,8350284e-6a5d-4c13-8c3e-5f7dcb6581ed,The Dane,"8000 15th Ave NW, Seattle WA 98117",206.297.4441,https://thedaneseattle.com,takeout,"9am - 3PM  THURSDAY MARCH 19 until further update
Walk up to our garage door to order #WeGotThisSeattle",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3336159,47.60160889,128,06dca4fc-0c42-4ac0-bd67-e6bddfb91ab5,The Halal Guys,"105 Yesler Way, Seattle WA",206.467.1178,https://yeslerwayseattlewa.thehalalguys.com,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2959865,47.57764413,129,b302f568-69bb-4d38-82a1-14ec3ec0e2f2,Viengthong Restaurant,"2820 Martin Luther King Jr Way S, Seattle WA",206.725.3884,https://facebook.com/Viengthong206,"takeout,third_party_delivery_service",Call us at 206 725-3884 for pick up or order via Grub Hub for delivery. ,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3549716,47.68610386,130,f382098d-85ce-4a0a-a801-a9cf12cdca1a,Wing Dome - Greenwood,"7818 Greenwood Avenue N, Seattle, WA",206.623.2066,https://thewingdome.com/,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3870667,47.56519795,132,2da0fbed-d9a9-48ce-8edc-0ad72cf1c59a,Raccolto,"4147 California Ave SW, Seattle, WA 98116",206-397-3775,http://www.raccoltoseattle.com/,takeout,Meals will be available for pick up from 12pm to 10pm.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.386155,47.58282229,133,6445e569-59e1-4d8a-97ef-2ba977a02738,Yen Wor Village - Seattle,"2300 California Ave SW, Seattle, WA 98116",(206) 932-1455,https://www.yenworvillagewa.com/,"takeout,delivery,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3867043,47.58415314,134,2e70c5a6-fcad-4e73-a3d5-f05b715175c5,Mioposto Pizzeria - West Seattle,"2139 California Ave SW, Seattle, WA 98116",(206) 466-2677,https://www.miopostopizza.com/,"takeout,curbside,delivery,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2801859,47.53691176,135,13cfefee-3499-47ce-8eab-d7a55813720b,Bang Bang Kitchen (Othello),"4219 S Othello St,  Seattle, WA 98118",(206) 420-3146,https://www.bangbangseattle.com/,"takeout,third_party_delivery_service","We are still open 5:00 - 9:00 PM every night for takeout and delivery! 
",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.2613583,47.52006187,136,e9211b0c-ed10-491f-a0d9-be017c5c0791,Jude's,"9252 57th Avenue S., Seattle, WA 98118",206.379.6629,https://www.judesoldtown.com/,takeout,Our take out window will be open from 5-8pm (credit card only please). Text or call in your order to 206-379-6629. ,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3197656,47.67572692,137,fda41e58-b4a9-4398-a235-637464cb752e,Wayward Vegan Cafe,"801 NE 65th St Suite C, Seattle WA",206.524.0204,http://www.waywardvegancafe.com/,"takeout,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3867166,47.58256006,138,b0aec308-e76b-4b60-80ad-ade6cc60afc0,Arthur's,"2311 California Ave SW, Seattle, WA 98116",206.829.8235,https://www.arthursseattle.com/#arthurscollective,"takeout,curbside",we’ve got you covered for takeaway with curbside pickup.,2020/03/27 01:38:15.543+00,2020/05/11 17:01:44.436+00
-122.3164845,47.607003,139,dbc167ff-b967-49cd-a946-047a763e7a53,Ba Bar Capitol Hill,"550 12th Avenue Seattle, WA 98122",206.328.2030,https://babarseattle.com/capitol-hill/,"takeout,third_party_delivery_service",We encourage take-out or delivery via third party apps or take advantage of 20% off all call in take out orders with curbside pickup.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3805703,47.58942356,140,feb1a24a-0eea-4c78-8c37-e049d24e7d6a,Marination ma kai,"1660 Harbor Ave SW, Seattle, WA 98126",(206) 328-8226,https://marinationmobile.com,takeout,Mon-Sunday:  3 PM - 8 PM  Takeout: https://togoorder.com/web/2781#/,2020/03/27 01:38:15.543+00,2020/06/10 18:12:09.077+00
-122.3171284,47.61399633,141,a58265e6-3b19-4076-afd1-3ce4c1fc388b,Bai Tong Thai Street Cafe,"1121 E Pike St,  Seattle, WA 98122",206.787.8448,https://www.baitongthaistreetcafe.com/,"takeout,delivery",We will open regular business hours for take-out and delivery services only.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.319801,47.61324,142,b0fc0062-7fed-441b-9115-ae22d7592f66,Betsutenjin Ramen,"954 E Union St Seattle, WA 98122",(206) 324-0843,https://www.facebook.com/pg/Betsutenjin-Ramen-USA-112504659439834,takeout,We're keeping Betsutenjin open for take-out and our special imported drinks..,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.382721,47.66957514,143,2d9d1258-64b5-4675-8125-a818b02dffba,The Boar's Nest,"2008 NW 56th St Seattle, WA",(206) 973-1970,,takeout,Grab some delicious BBQ at the Boar’s Nest! Plenty of free parking!,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.33673,47.621853,144,230c4629-1a9b-4c7b-a4d6-2a669dd186cd,Cactus - SLU,"350 Terry Ave N Seattle, WA 98109",206.913.2250,https://cactusrestaurants.com/location/south-lake-union/,"takeout,curbside,third_party_delivery_service",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3128133,47.67034251,145,ebefb025-d58b-4f01-892b-9785a9640bdc,Calluna,5628 University Way NE,206-420-1938,https://callunaseattle.com/curb-side-pickup/,"takeout,curbside,delivery",Calluna is offering a specially curated curb-side and delivery menu.,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3150813,47.52610593,146,f218c484-d709-492e-a178-9c3adc55e5f6,South Town Pie,"8611 14th Ave South Seattle, WA",206-535-7166,https://southtownpie.com/stp-contact/,"takeout,curbside,third_party_delivery_service",Open for take out from 4PM - 9PM (Tuesday - Saturday) or order and pay online for curbside pick-up!,2020/03/27 01:38:15.543+00,2020/04/18 10:21:26.304+00
-122.3555026,47.68315911,148,d05e94b6-bb33-4125-be4d-7b6663e9de32,Yanni's Greek Restaurant,7419 Greenwood Ave N,(206)783-6945,https://www.yannis-greek-restaurant.com/,"takeout,delivery,third_party_delivery_service",We are now offering the following services:  Window pick-up and Curb-side pick-up,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3060232,47.61306198,149,de2c7177-a18a-44e7-8316-f6530ef27714,Katy’s Corner Cafe,2000 E Union St Seattle Wa 98122,(206)329-0121,http://Katyscornercafe.com,"takeout,third_party_delivery_service",We are open 6:30 am - 5 pm,2020/03/27 01:38:15.543+00,2020/06/04 14:40:35.052+00
-122.3205924,47.62243893,150,5bf01683-bc06-4937-8129-ab6c2cee44f2,Witness Bar,"410 Broadway E, Seattle, WA 98102",(206) 329-0248,http://witnessbar.com/,"takeout,curbside","Call and place your order 206.329.0248. 
Curbside pick up - we will bring it out to you!",2020/03/27 01:38:15.543+00,2020/05/11 17:01:17.858+00
-122.3396496,47.61556425,151,a4ea8f03-1188-45ae-8607-ca19a967497f,Willmott's Ghost,"2100 6th Ave, Seattle, WA 98121",206-900-9650,https://www.willmottsghost.com/,"takeout,curbside","We are open for to-go order Tuesday through Saturday, 1:30-8PM. Orders can be placed 1-7PM",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3572624,47.63272577,158,656cf489-2623-45e7-b059-8ec5827ae40f,Betty Restaurant,"1507 Queen Anne Ave N, Seattle, WA 98109",206.352.3773,https://www.eatatbetty.com/,takeout,Our new hours (takeout only) 4:30-7:30pm,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3374528,47.61871503,159,2063e3b1-3380-489c-a0c8-c7ef26e3d43f,Tous les Jours - Coffee House,"101 Terry Ave. N., Seattle, WA 98109",(206) 457-5096,https://www.tljus.com/,"takeout,third_party_delivery_service",We are open Mon-Fri 8:30AM - 8:00PM and Sat-Sun 8:30AM - 8:30PM,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3365903,47.62408793,160,4bf6c1a0-d55e-4310-92bb-8de5ca55b21f,Top Pot Doughnuts - Seattle,"590 Terry Ave N, Seattle, WA 98109",206-995-8296,https://www.toppotdoughnuts.com,"takeout,third_party_delivery_service","M-F 7:00 AM - 3:30 PM
SAT 8:00 AM - 2:00 PM",2020/03/27 01:38:15.543+00,2020/04/21 18:02:56.992+00
-122.3867911,47.58220134,161,17e1e467-5de1-477d-8151-564b8927f443,Copper Coin,"2329 CALIFORNIA AVE SW SEATTLE, WA 98116",(206) 420-3608,https://coppercoinseattle.com/,"takeout,curbside",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3443896,47.61051365,162,e54973bf-8898-43e1-b5d0-8705b76b7ece,Cutter's Crabhouse,"2001 Western Ave., Seattle, WA 98121",(206) 448-4884,https://cutterscrabhouse.com/,"curbside,delivery",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3361388,47.61999209,164,fdac11f9-17c5-4bff-825b-f8386b1a9598,Thai Thani Kitchen - South Lake Union,"201 Boren Ave N, Seattle, WA 98109",(206) 624-1485,http://www.thaithanikitchen.com/SouthLakeUnion.html,"takeout,third_party_delivery_service","Our hours are: 
Mon - Thurs : 11am - 9pm
Fri : 11am - 9:30pm
Sat : 12pm - 9:30pm
Sun : 12pm - 8:30pm",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3556155,47.6781531,165,70a156d3-471b-41e0-b56b-f78c4835f923,El Chupacabra (Greenwood),"6711 Greenwood Avenue North Seattle, Washington 98103",206-706-4889,https://www.elchupacabraseattle.com/,takeout,,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.4073049,47.5800946,166,f06aff54-33cd-4373-8422-b0f378a96221,El Chupacabra (Alki Beach),"2620 Alki Avenue South West Seattle, WA 98116",(206) 933-7344,https://www.elchupacabraseattle.com/,takeout,,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3143186,47.62281392,167,dceb1d9f-70b7-4289-b20c-3c6b9059be49,El Farol Mexican Restaurant,"1467 E Republican St Seattle, Washington 98112",(206) 325-9005,http://www.elfarolseattle.com,"takeout,curbside,third_party_delivery_service",We are open regular  hours. Sun - Thursday. 11am  to 10 pm .fri -  sat 11am to 1030pm.  We can take payments over the phone if you would like. ,2020/03/27 01:38:15.543+00,2020/06/04 14:35:28.855+00
-122.357239,47.63779233,168,5f7c3fa4-64d6-40de-b95e-8a63208b5ef8,El Mezcalito,"2123 Queen Anne Avenue N, Seattle, WA 98119",(206) 216-4446,https://www.seattlemeetsoaxaca.com/el-mezcalito/,"takeout,curbside,delivery",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3857747,47.66805582,169,ceaa0c86-bbba-4076-a43c-201b3fbd9e91,La Carta De Oaxaca,"5431 Ballard Avenue NW, Seattle, WA 98107",(206) 782-8722,https://www.seattlemeetsoaxaca.com/la-carta-de-oaxaca/,"takeout,curbside,delivery",,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3388867,47.61507411,171,98074657-55cd-4eda-9cbc-3975c08cc738,Evergreens (Lenora and 6th),"2070 6th Ave Seattle, WA 98121",206.294.3168,https://evergreens.com/locations/,"takeout,third_party_delivery_service","Monday - Friday:  10:30am - 3:00pm
Saturday & Sunday:  Closed",2020/03/27 01:38:15.543+00,2020/06/17 16:24:40.040+00
-122.3484046,47.64962969,173,8d7e8443-0ded-4e1f-ad38-fdae3e9cbcff,Evergreens (Fremont),"738 N 34th Street Seattle, WA 98103",206.294.5107,https://evergreens.com/locations/,"takeout,third_party_delivery_service","Hours of Operation:
Monday - Sunday: 9:00am-7:00pm",2020/03/27 01:38:15.543+00,2020/06/17 16:25:40.228+00
-122.2988698,47.66870625,174,1b9618fd-06d7-461c-b1fe-81aff3d5de08,Frank's Oyster House,"2616 NE 55th Seattle, WA 98105",206.525.0220,http://www.franksoysterhouse.com/,takeout,"Both Frank's and Pair's takeout menus are available to order and pick up at Frank’s
from 5-8PM.",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3165961,47.60981238,175,90f2ebd6-b1fd-4462-b5b6-5c2e209d773e,Taco Del Mar - Capitol Hill,"816 12th Ave, Seattle, WA 98122",(206) 324-0079,https://tacodelmar.com/,"takeout,curbside",We're open: Mon-Fri 10:30 AM - 9:00 PM; Sat 10:00 AM - 8:30 PM & Sun 11:00 AM - 8:00 PM.  Call us for curbside pickup!,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3819137,47.66882988,176,41c136dd-f25a-4e46-8ba7-fbf5f864462d,Heritage Distilling Co. -Ballard,"1836 NW Market Street Seattle, WA 98107",206-573-5486,https://heritagedistilling.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00,2020/04/21 17:56:58.128+00
-122.3196585,47.61244369,177,493d9963-d6c3-4e35-b838-f771ab6c5d65,Heritage Distilling Co. - Capitol Hill,"1201 10TH Avenue Seattle, WA 98122",(206) 458-7491,https://heritagedistilling.com/,"takeout,delivery",,2020/03/27 01:38:15.543+00,2020/04/21 17:57:18.936+00
-122.3401013,47.6219036,178,38c7b8bc-8ac5-4133-9368-ccc739ccaa50,Hurry Curry of Tokyo,"825 Harrison St Seattle, WA 98109",(206)681-9443,http://hurrycurryoftokyo-seattle.com/,"takeout,curbside,third_party_delivery_service","Pre-Order for Pickup https://eat.chownow.com/discover/restaurant/5381

Hours: Mon-Sat 10AM-10PM  Sun 10AM-9:30PM

Food Priority Pickup Zone _YES",2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3502385,47.65910494,179,22a993e1-3502-4086-ab91-e283f0fd08da,Il Lupo,"4303 FREMONT AVENUE N. SEATTLE, WA 98103",(206) 547-2144,https://www.lupofremont.com/,curbside,,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3208144,47.65141132,181,4a8bebbf-f132-4caf-80d8-cbbebc272c7c,Johnny Mos Pizza,"3272 Fuhrman Avenue E Suite 100  Seattle, Washington 98102",,,"takeout,third_party_delivery_service",Order pickup through Johnny Mo's website. https://www.johnnymos.com/,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.3369408,47.62369317,182,07273d10-8806-4332-b640-0b02e234823c,Specialty's Café & Bakery -  SLU,"520 Terry Ave N, Seattle, WA 98109",(877) 502-2837,https://www.specialtys.com/location.aspx?store=se10&utm_source=google&utm_medium=local-listings&utm_campaign=seattle&utm_content=520-terry-ave-n,"takeout,delivery",Pickup available Mon-Fri 6am-3:45pm,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
-122.316582,47.61117901,183,63a212e4-d1d2-480a-9918-9590046f71f9,Southpaw,"926 12th Ave, Seattle, WA 98122",(206) 323-5278,https://www.southpawpizza.com/,"takeout,third_party_delivery_service",We're open 5-8PM Tue-Sat,2020/03/27 01:38:15.543+00,2020/03/27 01:38:15.543+00
